name,brand,lng,lat,fast_count,slow_count,address,district,status,operator
国家电网汽车充电站(泉山区王新庄充电站国网合作站),state_grid,117.11614,34.301434,4,3,王新庄小学东65米,泉山区,1,state_grid
国家电网汽车充电站(国网徐州铜山郑集人民政府充电站),state_grid,117.050636,34.435207,2,4,地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山第十加油站充电站),state_grid,117.246729,34.345313,2,4,茅村镇310国道中国石化徐州第十加油站地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山利国阳光嘉苑充电站),state_grid,117.331105,34.537845,3,2,利国镇供电所,铜山区,1,state_grid
国家电网汽车充电站(国网徐州贾汪江庄供电所交流充电站),state_grid,117.437775,34.487934,5,1,贾汪江庄供电所,贾汪区,1,state_grid
国家电网汽车充电站(江苏省徐州市鼓楼区新能源展示厅充电站),state_grid,117.211337,34.295256,6,4,奔腾大道与煤港路交叉口正东方向77米地面停车场,鼓楼区,1,state_grid
国家电网汽车充电站(国网徐州铜山何桥304县道充电站),state_grid,116.92022,34.448296,4,3,何桥镇供电所,铜山区,1,state_grid
国家电网汽车充电站(国网徐州云龙中石化兴华加油站充电站),state_grid,117.243389,34.186232,5,3,彭祖大道中国石化徐州兴华加油站地面停车场,云龙区,1,state_grid
国家电网汽车充电站(国网徐州铜山房村供电所交流充电站),state_grid,117.4534,34.10342,5,3,房村供电所,铜山区,1,state_grid
国家电网充电站(青山泉供电所营业厅),state_grid,117.380625,34.411975,2,4,徐州方圆农资有限责任公司东北侧,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州铜山大许人民路充电站),state_grid,117.559902,34.289278,4,4,大许镇供电所,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山柳新唐毛路充电站),state_grid,117.163069,34.367636,2,0,柳新镇唐毛路金鑫机动车检测中心院内地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山徐庄供电所交流充电站),state_grid,117.471146,34.23573,3,3,徐庄供电所,铜山区,1,state_grid
国家电网汽车充电站(寄堡村新能源快充站国网合作站),state_grid,117.319336,34.5128,10,2,南郊加油站(京福线)南100米,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山大彭充电站),state_grid,117.076202,34.283394,3,4,大彭镇夹河中学附近地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州泉山中石化管道储运公司充电站),state_grid,117.19465,34.20768,2,4,中国石化管道储运有限公司64号楼西侧停车场,泉山区,1,state_grid
国家电网汽车充电站(国网徐州铜山汉王游客服务中心充电站),state_grid,117.114758,34.220102,3,4,汉王镇南望村玉带大道游客中心地面停车场,铜山区,1,state_grid
国家电网汽车充电站(江苏省徐州市铜山区高新区安科园充电站),state_grid,117.167335,34.148376,6,4,新技术开发区安科园3号楼北侧地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山棠张政府广场充电站),state_grid,117.263981,34.145562,2,1,棠张镇政府北侧电影院广场地面停车场,铜山区,1,state_grid
国家电网汽车充电站(江苏省徐州市贾汪督公湖充电站),state_grid,117.552008,34.439301,3,3,302县道督公湖风景区停车场内,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州东方雨企业管理有限公司停车场充电站),state_grid,117.298229,34.274039,6,0,徐海路与鲲鹏路交叉口(徐州高铁站向北300米)梦之车新能源汽车广场地面停车场,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州云龙海森比亚迪4S店充电站),state_grid,117.24091,34.208876,3,4,城南开发区两山口104国道北侧比亚迪4S店内地面停车场,云龙区,1,state_grid
国家电网汽车充电站(国网徐州凤荟园一期充电站),state_grid,117.368507,34.273334,6,0,徐州市经济开发区凤荟园地面停车场(沈大路南),贾汪区,1,state_grid
国家电网汽车充电站(国网徐州铜山大许同心文化广场充电站),state_grid,117.557889,34.29399,5,1,311国道11号靠近府前桥地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山黄集黄李线充电站),state_grid,116.980859,34.434566,2,0,黄集镇供电所,铜山区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区赵庄居委会直流充电站),state_grid,117.282406,34.323138,11,2,东环街道办事处赵庄居委会地面停车场,鼓楼区,1,state_grid
国家电网汽车充电站(国网徐州铜山单集人民政府充电站),state_grid,117.597382,34.204127,3,1,单集镇单集供电所门口,铜山区,1,state_grid
国家电网汽车充电站(徐州市云龙区铜山路日成奥运城停车场充电站国网合作站),state_grid,117.21511,34.262238,3,3,铜山路瑞丰农贸市场停车场,云龙区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区蟠桃花园交流充电站),state_grid,117.27569,34.283417,2,4,徐州市经济开发区蟠桃花园三村内,鼓楼区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区蟠桃花园直流充电站),state_grid,117.27569,34.283417,6,0,徐州市经济开发区蟠桃花园三村内,鼓楼区,1,state_grid
国家电网汽车充电站(徐州市铜山区马坡镇充电站),state_grid,117.116947,34.537274,6,4,马坡镇马坡供电所附近地面停车场(电子产业园西侧),铜山区,1,state_grid
国家电网汽车充电站(国网徐州大庙村委会南充电站),state_grid,117.400961,34.29109,3,4,乐业路6号地面停车场,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州铜山棠张供电所交流充电站),state_grid,117.267113,34.143154,3,4,棠张供电所,铜山区,1,state_grid
国家电网汽车充电站(国网徐州贾汪吾悦广场充电站),state_grid,117.455101,34.418842,2,1,吾悦广场地面停车场,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州贾汪格林豪泰酒店充电站),state_grid,117.28533,34.273876,5,2,开发区振兴大道与G206国道交叉口向北50米,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州贾汪2号群众文化活动中心充电站),state_grid,117.46318,34.436466,5,4,府佑路群众文化活动中心东侧停车场,贾汪区,1,state_grid
国家电网汽车充电站(江苏省徐州市鼓楼区拾屯充电站),state_grid,117.134745,34.304737,3,4,襄王北路拾屯供电所院内,鼓楼区,1,state_grid
国家电网汽车充电站(江苏省徐州市铜山区三堡镇嘉乐园充电站),state_grid,117.153557,34.139219,5,2,三堡镇嘉乐园地面停车场,铜山区,1,state_grid
国家电网汽车充电站(贾汪群众文化活动中心),state_grid,117.463175,34.436721,2,0,群众文化活动中心停车场东北角,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州鼓楼红星美凯龙充电站),state_grid,117.218237,34.30869,6,2,琵琶街道红星·美凯龙全球家居广场地面停车场C038,鼓楼区,1,state_grid
国家电网汽车充电站(国网徐州泉山大学路亚朵酒店充电站),state_grid,117.151991,34.212622,4,0,大学路202号地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区大庙供电营业厅充电站),state_grid,117.360738,34.280155,6,0,徐州市经济开发区大庙供电营业厅地面停车场,贾汪区,1,state_grid
国家电网汽车充电站(国网淮徐高速古黄河服务区徐州方向充电站2),state_grid,117.41938,34.127056,3,3,古黄河服务区(徐州方向),铜山区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区赵庄居委会交流充电站),state_grid,117.28244,34.32344,4,0,徐州市经济开发区东环街道办事处赵庄居委会,鼓楼区,1,state_grid
国家电网汽车充电站(徐州市云龙区金为星悦城地下停车场超级充电站国网合作站),state_grid,117.24879,34.257843,2,0,庆丰路东学院路南金为星悦城商业街区B地块地下室A区,云龙区,1,state_grid
国家电网汽车充电站(国网徐州贾汪徐矿大黄山华新小区门口充电站),state_grid,117.34855,34.28749,3,2,矿山路18路,贾汪区,1,state_grid
国家电网汽车充电站(国网徐州铜山刘集供电所交流充电站),state_grid,117.064837,34.356443,2,1,刘集供电所地面停车场,铜山区,1,state_grid
邵楼服务区区国家电网汽车充电站,state_grid,117.515138,34.218105,4,1,邵楼服务区(霍尔果斯方向),铜山区,1,state_grid
国家电网汽车充电站(国网徐州贾汪转型大道73号夏桥农贸场充电站),state_grid,117.45023,34.427294,6,4,转型大道73号夏桥农贸市场,贾汪区,1,state_grid
国家电网汽车充电站(国网连霍高速邵楼服务区连云港方向充电站2),state_grid,117.514288,34.216113,5,1,邵楼服务区(连云港方向)地面停车场,铜山区,1,state_grid
国家电网汽车充电站(江苏省徐州市贾汪区贾汪交流),state_grid,117.447841,34.433898,6,4,徐州贾汪供电公司地面停车场,贾汪区,1,state_grid
国家电网汽车充电站(连霍高速邵楼服务区充电站连云港方向),state_grid,117.51424,34.21616,4,1,连霍高速铜山邵楼服务区(连云港方向)地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州铜山徐庄圣沃村停车场充电站),state_grid,117.498505,34.201347,6,1,徐庄镇圣沃村停车场,铜山区,1,state_grid
国家电网汽车充电站(国网京台高速刘集服务区北京方向充电站2),state_grid,117.04915,34.32762,2,1,刘集服务区(北京方向),铜山区,1,state_grid
国家电网汽车充电站(连霍高速邵楼服务区充电站霍尔果斯方向),state_grid,117.515774,34.21857,4,2,邵楼服务区(霍尔果斯方向)地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州贾汪塔山人民法院附近充电站),state_grid,117.567556,34.339605,2,0,塔山镇塔山供电所,贾汪区,1,state_grid
国家电网汽车充电站(京台高速刘集服务区充电站北京方向),state_grid,117.04995,34.327251,6,4,刘集服务区(北京方向)地面停车场,铜山区,1,state_grid
国家电网汽车充电站(国网徐州经济开发区狼古墩村委会充电站),state_grid,117.325955,34.349414,6,1,徐州市经济开发区狼古墩村委会,贾汪区,1,state_grid
特来电汽车充电站(特来电徐州喜来登酒店充电站),teld,117.14291,34.20359,4,3,铜山街道徐州喜来登酒店西北门进门右转,铜山区,1,teld
特来电汽车充电站(特来电徐州七里沟充电站),teld,117.22384,34.2263,6,4,七里沟街道新世纪最家空间南侧地下停车场B1层C2-C5,泉山区,1,teld
特来电汽车充电站(硕源无名山公园充电站),teld,117.17717,34.181557,4,3,铜山街道衡山路4-106号无名山公园(北1门),铜山区,1,teld
特来电汽车充电站(沛县五段镇七段电商园充电站),teld,117.11806,34.55636,5,4,马坡镇三七路,铜山区,1,teld
特来电汽车充电站(徐运金启广汽新能源充电服务站),teld,117.230973,34.224306,4,2,兴龙路与荣茂路交叉口南40米,云龙区,1,teld
特来电汽车充电站(江苏辉豪徐州云龙湖畔),teld,117.17665,34.247254,4,3,新盛·弘阳广场地下停车场,泉山区,1,teld
特来电汽车充电站(特来电徐州美的广场充电站),teld,117.299468,34.207857,3,0,大龙湖街道美的广场(新元大道地铁站4号口步行250米),云龙区,1,teld
特来电汽车充电站(特来电徐州高铁站南路充电站),teld,117.290927,34.260898,3,0,振兴大道与站南路交汇处绿城东方雅园13号楼地下停车场P190,贾汪区,1,teld
特来电汽车充电站(特来电徐州民安路充电站),teld,117.14448,34.270493,5,1,和平街道西苑中路25号西苑体育休闲公园地面停车场,泉山区,1,teld
特来电汽车充电站(徐州国检),teld,117.24605,34.18608,4,1,大龙湖街道中国国检测试控股集团徐州有限公司,云龙区,1,teld
特来电汽车充电站(特来电徐州沟棠路塘坊充电站),teld,117.259048,34.172797,6,1,大龙湖街道思民路与沟棠路交叉口西100米惠享生活广场北侧,云龙区,1,teld
特来电汽车充电站(徐州鼓楼风尚路),teld,117.187869,34.282751,5,3,中山北路鼓楼广场负二层地下停车场,鼓楼区,1,teld
特来电汽车充电站(特来电徐州新元大道紫金路口充电站),teld,117.30434,34.223698,2,0,汉风街道紫金路小韩商业服务中心,云龙区,1,teld
特来电汽车充电站(特来电徐州市荣益广场充电站),teld,117.1293,34.258214,4,4,规划路三与新淮海西路交叉口北100米荣益广场地下停车场,泉山区,1,teld
特来电充电站(徐州恒鑫汽车),teld,117.175,34.275338,5,0,铜沛路153号地面停车场,鼓楼区,1,teld
特来电充电站(徐州E20创意园充电站),teld,117.239999,34.295436,3,3,三环东路20号E20创意产业园,鼓楼区,1,teld
特来电目的地充电站(特来电徐州检验检测中心充电站),teld,117.249291,34.184659,5,3,兴业路与黄埔路交叉口西120米地面停车场,云龙区,1,teld
特来电汽车充电站(特来电徐州万豪酒店地面车位充电站),teld,117.17665,34.247254,3,4,云龙湖途家盛捷酒店地下停车场,泉山区,1,teld
特来电汽车充电站(特来电徐州正金充电站),teld,117.23911,34.240967,2,3,郭庄东路骆驼山康馨园正金酒店地面停车场,云龙区,1,teld
特来电汽车充电站(特来电徐州绿地铂瑞酒店充电站),teld,117.25948,34.20899,3,4,大龙湖街道徐州绿地铂瑞酒店,云龙区,1,teld
特来电汽车充电站(金龙湖科技金融广场一期)(暂停营业),teld,117.282133,34.258436,4,2,金龙湖科技金融广场地面停车场,云龙区,1,teld
特来电汽车充电站(徐州利星行物流充电站),teld,117.25127,34.309788,3,4,东环街道利星行机械(卡特彼勒代理商),鼓楼区,1,teld
特来电汽车充电站(港华交通徐州港华大厦地面站),teld,117.13847,34.26424,6,1,矿山路65号,泉山区,1,teld
特来电汽车充电站(特来电徐州黄集镇黄李线充电站),teld,116.98086,34.434566,5,3,黄集镇黄李线徐州亚太绝缘材料厂,铜山区,1,teld
特来电汽车充电站(特来电徐州美的乐城充电站),teld,117.23184,34.291145,2,0,丰财街道徐钢路美的乐城地下停车场蓝色区域车位,鼓楼区,1,teld
特来电汽车充电站(徐州高新区南充电站),teld,117.1615,34.14551,2,2,地面停车场,铜山区,1,teld
特来电汽车充电站(徐州市云龙区新元公寓充电站),teld,117.299999,34.222478,5,2,奥体路与紫金路交叉口东南100米,云龙区,1,teld
特来电目的地充电站(特来电徐州104国道陕汽重卡充电站),teld,117.27328,34.366966,6,0,茅村镇104国道陕汽重卡院内,铜山区,1,teld
特来电目的地充电站(特来电徐州康缘充电站),teld,117.007835,34.434124,2,0,黄集镇322省道徐州康缘工贸有限公司,铜山区,1,teld
特来电汽车充电站(赣榆吾悦广场超级充电站),teld,117.125435,34.242916,6,0,开元路湖西雅苑F区东南角,泉山区,1,teld
特来电目的地充电站(特来电徐州鲁尔小区充电站),teld,117.45039,34.449806,3,4,老矿街道站后路,贾汪区,1,teld
特来电目的地充电站(贾汪泉城花都B区充电站),teld,117.47985,34.44408,6,3,大泉街道泉城花都泉城花都B区,贾汪区,1,teld
特来电目的地充电站(特来电徐州和兴小区充电站),teld,117.45674,34.44226,4,0,民和路2号徐州和兴小区地面停车位,贾汪区,1,teld
特来电目的地充电站(特来电徐州群力小区充电站),teld,117.449715,34.439321,2,3,将军大街119号徐州群力小区地面停车位,贾汪区,1,teld
特来电汽车充电站(特来电徐州漫桥商业广场充电站)(暂停营业),teld,117.155481,34.268736,3,2,和平街道水漫桥路8号漫桥商业广场地下负一层,泉山区,1,teld
特来电目的地充电站(特来电徐州南湖月亮湾二区充电站),teld,117.43954,34.417774,6,1,老矿街道南湖月亮湾二区,贾汪区,1,teld
特来电目的地充电站(特来电徐州文化名园小区充电站),teld,117.45806,34.438416,6,0,旗山路与泉城路交叉口东150米文化名园小区地面停车位,贾汪区,1,teld
特来电目的地充电站(特来电徐州永业嘉苑小区充电站),teld,117.45052,34.42846,4,4,转型大道68号永业嘉苑小区地面停车位,贾汪区,1,teld
特来电目的地充电站(特来电徐州南湖月亮湾四区充电站),teld,117.439186,34.415016,5,2,老矿街道经十八路南湖月亮湾四区,贾汪区,1,teld
特来电汽车充电站,teld,117.302258,34.171305,4,3,104国道与孙冯路交叉口西北300米,云龙区,1,teld
特来电汽车充电站(柳新镇政府服务中心充电站),teld,117.113914,34.362606,2,3,柳新镇便民服务大厅,铜山区,1,teld
特来电目的地充电站(特来电贾汪天下春生态酒店充电站),teld,117.34315,34.364372,5,4,潘安湖街道天下春生态度假酒店(徐州之夜喜庆路店),贾汪区,1,teld
特来电目的地充电站(特来电同旺家园北区充电站),teld,117.44739,34.43064,5,2,老矿街道同旺家园同旺家园北区,贾汪区,1,teld
特来电汽车充电站(徐州东方黎明大厦充电站),teld,117.19524,34.265102,5,0,东方黎明大厦停车场(民主北路地铁站3号口步行100米),鼓楼区,1,teld
特来电目的地充电站(特来电徐州祥颐园充电站),teld,117.451947,34.433412,6,0,老矿街道祥颐园,贾汪区,1,teld
特来电目的地充电站(特来电贾汪泉城花都D区充电站),teld,117.478325,34.445816,3,2,大泉街道泉城花都D区,贾汪区,1,teld
特来电目的地充电站(特来电贾汪泉城花都A区充电站),teld,117.475845,34.443638,6,1,大泉街道泉城花都A区22号楼楼前停车位,贾汪区,1,teld
特来电目的地充电站(特来电徐州泉城花都E区充电站),teld,117.48434,34.4469,4,3,大泉街道泉城花都E区20号楼,贾汪区,1,teld
特来电目的地充电站(特来电徐州南湖月亮湾五区充电站),teld,117.43714,34.41321,4,3,老矿街道南湖月亮湾五区,贾汪区,1,teld
特来电目的地充电站(特来电徐州南湖月亮湾三区充电站),teld,117.43766,34.41559,3,3,南湖月亮湾-三区停车场,贾汪区,1,teld
特来电目的地充电站(特来电徐州泉城花都C区充电站),teld,117.48481,34.444427,2,4,大泉街道泉城花都C区,贾汪区,1,teld
特来电目的地充电站(特来电徐州电苑小区充电站),teld,117.44418,34.42918,6,2,老矿街道电苑小区(将军大街),贾汪区,1,teld
星星充电汽车充电站(星星充电-刘集镇星星充电站),star_charge,117.05018,34.35536,4,4,刘集镇茅黄线江苏宏科电力工程有限公司,铜山区,1,star_charge
星星充电汽车充电站(徐州国信商业广场),star_charge,117.283141,34.193775,2,2,大龙湖街道钱塘路7号国信商业广场地面停车场,云龙区,1,star_charge
星星充电汽车充电站(荣俊汽车销售服务公司2号),star_charge,117.206872,34.2954,4,1,环城街道奔腾大道鼓楼数字产业园,鼓楼区,1,star_charge
星星充电汽车充电站(星星充电-徐州彭城广场富国街充电站),star_charge,117.177574,34.271275,6,1,光明东路与小北门路交叉口西北140米,泉山区,1,star_charge
星星充电汽车充电站(星星充电-徐州雨润新城超级充电站),star_charge,117.11224,34.26752,3,0,星雨路a4-s7号,泉山区,1,star_charge
星星充电汽车充电站(星星充电-徐州矿大科技园超级充电站),star_charge,117.198731,34.223753,3,3,金山东路矿大科技园科技大厦停车场,泉山区,1,star_charge
星星充电汽车充电站(星星充电-徐州新世纪最家空间充电站),star_charge,117.223495,34.227203,2,4,七里沟街道金山东路新世纪建材装饰城,泉山区,1,star_charge
星星充电汽车充电站(徐州高铁时代广场),star_charge,117.275719,34.267867,4,1,金龙湖街道城东快速路辅路高铁时代广场地下停车场049,贾汪区,1,star_charge
星星充电汽车充电站(星星充电-徐州淮西希尔顿欢朋酒店充电站),star_charge,117.163944,34.262339,5,2,永安街道淮海西路241号煤研大厦,泉山区,1,star_charge
星星充电汽车充电站(泰山路临湖雨季充电站),star_charge,117.171886,34.221936,3,1,泰山路86号正泓广场地面停车场,泉山区,1,star_charge
星星充电汽车充电站(星星充电-徐州润金城充电站),star_charge,117.254173,34.2462,4,1,纬二路润金城2期西北侧地面停车场19(兴业银行旁),云龙区,1,star_charge
星星充电汽车充电站(徐州苏恒电力充电站),star_charge,117.179177,34.168512,4,0,浦江路万泰广场西北侧约260米地面停车场,铜山区,1,star_charge
星星充电汽车充电站(星雨路直流充电桩快充),star_charge,117.112071,34.262175,8,2,火花街道星雨路,泉山区,1,star_charge
星星充电汽车充电站(金龙湖广场充电站),star_charge,117.274869,34.25891,6,1,金龙湖街道龙湖南路金龙湖广场,贾汪区,1,star_charge
星星充电汽车充电站(星星充电-徐州和平路希尔顿花园酒店充电站),star_charge,117.256985,34.25364,4,1,和平大道香溪左岸D2栋地下停车场101,云龙区,1,star_charge
星星充电汽车充电站(徐州湖西雅苑B区充电站),star_charge,117.139362,34.258811,6,0,湖滨街道五味福炒鸡店幸福家园,泉山区,1,star_charge
星星充电汽车充电站(鼓楼区风格雅园),star_charge,117.211863,34.297192,3,0,复兴北路201号风格雅园,鼓楼区,1,star_charge
星星充电汽车充电站(新黄河建材装饰城充电站),star_charge,117.114802,34.276209,3,1,新黄河建材装饰城停车场,泉山区,1,star_charge
星星充电汽车充电站(星星充电-钧泽充电站),star_charge,117.339327,34.15529,3,4,104国道张集镇轻工业园区坦克路1号,铜山区,1,star_charge
星星充电汽车充电站(徐州盛世滨江充电站),star_charge,117.238129,34.215472,2,1,汉风街道经七路盛世·孔雀城,云龙区,1,star_charge
汽车充电站(星星充电潘安湖恒盛智谷站),star_charge,117.36893,34.341145,5,4,大吴街道恒盛智谷科技园地面停车场,贾汪区,1,star_charge
星星充电汽车充电站(徐州星奥汽车有限公司),star_charge,117.286924,34.271744,3,2,徐州市经济技术开发区徐海路26号地面停车场,贾汪区,1,star_charge
星星充电汽车充电站(星星充电-彭城高速入口南充电站),star_charge,117.091705,34.376278,2,1,柳新镇轮胎电气焊补,铜山区,1,star_charge
星星充电汽车充电站(柳新镇市民广场充电站),star_charge,117.1356,34.36462,2,3,柳新镇润新路市民广场,铜山区,1,star_charge
星星充电汽车充电站(徐州港利上城国际充电站),star_charge,117.170297,34.324016,6,4,拾屯街道三环北路港利·上城国际商业停车场东南角,鼓楼区,1,star_charge
星星充电汽车充电站(华润电力徐州万科淮海新天地充电站),star_charge,117.153581,34.262898,5,2,万科淮海新天地一街区地下停车场,泉山区,1,star_charge
星星充电汽车充电站(西苑民馨园迅飞便民充电站),star_charge,117.14332,34.278313,3,1,铜沛街道铜沛路民馨园西区,鼓楼区,1,star_charge
星星充电汽车充电站(星星充电-大学路怡和广场充电站),star_charge,117.128201,34.186834,4,1,铜山街道大学路299号怡和广场地下停车场E区,铜山区,1,star_charge
星星充电汽车充电站(星星充电-大许镇府前路充电站),star_charge,117.558247,34.294129,5,3,大许镇311国道同心文化广场内(西侧),铜山区,1,star_charge
